gene,protein_accession,aro_index,count,rpob_Normalization,rpob_count,sample,SampleType
OXA-12,AAA83417.1,ARO:3001407,6,0.002160065353204759,13360,SRR12901038_arg_full,Influent
OXA-129,CAP69660.1,ARO:3001811,6,0.0021358855171614223,13360,SRR12901038_arg_full,Influent
OXA-143,ACX70402.1,ARO:3001654,1,0.00034566263200438475,13360,SRR12901038_arg_full,Influent
OXA-15,AAB05874.1,ARO:3001410,3,0.0010369878960131544,13360,SRR12901038_arg_full,Influent
OXA-16,AAB97924.1,ARO:3001411,13,0.004807122184619118,13360,SRR12901038_arg_full,Influent
OXA-161,ACT09125.1,ARO:3001799,1,0.00034566263200438475,13360,SRR12901038_arg_full,Influent
OXA-17,ABI63579.1,ARO:3001412,3,0.0010719425441933729,13360,SRR12901038_arg_full,Influent
OXA-198,ADT70779.1,ARO:3001805,8,0.00290198894093415,13360,SRR12901038_arg_full,Influent
OXA-2,AAB59082.1,ARO:3001397,12,,13360,SRR12901038_arg_full,Influent
OXA-209,AEM66528.1,ARO:3001809,4,0.001387678348119421,13360,SRR12901038_arg_full,Influent
OXA-21,CAA71699.2,ARO:3001416,1,0.00034566263200438475,13360,SRR12901038_arg_full,Influent
OXA-210,AEE61368.1,ARO:3001487,2,0.0006913252640087695,13360,SRR12901038_arg_full,Influent
OXA-211,AEV91550.1,ARO:3001710,1,0.00034691958702985523,13360,SRR12901038_arg_full,Influent
OXA-226,ACM67635.1,ARO:3001800,58,0.020048432656254316,13360,SRR12901038_arg_full,Influent
OXA-233,AID67109.1,ARO:3001495,8,0.002858513451182328,13360,SRR12901038_arg_full,Influent
OXA-240,AFN20670.1,ARO:3001499,12,0.0042877701767734915,13360,SRR12901038_arg_full,Influent
OXA-256,CCE94500.1,ARO:3001502,146,0.052167870484077485,13360,SRR12901038_arg_full,Influent
OXA-274,EPH38243.1,ARO:3001730,1,0.0003383081079191851,13360,SRR12901038_arg_full,Influent
OXA-3,AAC41449.1,ARO:3001398,2,0.0006913252640087695,13360,SRR12901038_arg_full,Influent
OXA-32,AAK58418.1,ARO:3001426,1,0.00034566263200438475,13360,SRR12901038_arg_full,Influent
OXA-320,AGR55864.1,ARO:3001793,1,0.0003444147524664628,13360,SRR12901038_arg_full,Influent
OXA-333,AGW16415.1,ARO:3001521,1,0.00034691958702985523,13360,SRR12901038_arg_full,Influent
OXA-347,AET35493.1,ARO:3001777,52,0.018039818525552472,13360,SRR12901038_arg_full,Influent
OXA-35,AAK49460.1,ARO:3001429,3,0.0010719425441933729,13360,SRR12901038_arg_full,Influent
OXA-37,AAG33665.1,ARO:3001431,1,0.000357314181397791,13360,SRR12901038_arg_full,Influent
OXA-372,AIG22448.1,ARO:3001558,3,0.001109335888758258,13360,SRR12901038_arg_full,Influent
OXA-4,AET05998.1,ARO:3001399,2,0.0006888295049329256,13360,SRR12901038_arg_full,Influent
OXA-427,ARO85965.1,ARO:3003115,27,0.009720294089421416,13360,SRR12901038_arg_full,Influent
OXA-45,CAD58780.1,ARO:3001794,1,0.00036001089220079314,13360,SRR12901038_arg_full,Influent
OXA-46,AFP97030.1,ARO:3001797,1,0.000357314181397791,13360,SRR12901038_arg_full,Influent
OXA-464,ANW35663.1,ARO:3003620,18,0.006760834471644816,13360,SRR12901038_arg_full,Influent
OXA-5,CAA41211.1,ARO:3001400,1,0.00035598091952690367,13360,SRR12901038_arg_full,Influent
OXA-724,CAB76928.1,ARO:3004837,5,0.001800054461003966,13360,SRR12901038_arg_full,Influent
OXA-9,AAA98406.1,ARO:3001404,5,0.0017345979351492762,13360,SRR12901038_arg_full,Influent
OXA-96,ABF47919.1,ARO:3001631,2,0.0006790241027274747,13360,SRR12901038_arg_full,Influent
OXY-5-1,CAI43417.1,ARO:3002411,1,0.0003278449705608598,13360,SRR12901038_arg_full,Influent
OpmH,AAG08359.1,ARO:3003682,19,0.0037529085760476056,13360,SRR12901038_arg_full,Influent
OprJ,AAB41958.1,ARO:3000802,2,0.0003975120268050425,13360,SRR12901038_arg_full,Influent
OprM,AAG03816.1,ARO:3000379,6,0.0011778134127556814,13360,SRR12901038_arg_full,Influent
OprN,AAG05883.1,ARO:3000805,3,0.0006050923029590499,13360,SRR12901038_arg_full,Influent
PmpM,AAG04750.1,ARO:3004077,2,0.00039917525704272043,13360,SRR12901038_arg_full,Influent
Pseudomonas,AAG05661.1,ARO:3004107,1,,13360,SRR12901038_arg_full,Influent
Pseudomonas,CAA11473.1,ARO:3002678,1,,13360,SRR12901038_arg_full,Influent
Pseudomonas,SIP52035.1,ARO:3004054,10,,13360,SRR12901038_arg_full,Influent
QepA2,ACF70723.1,ARO:3004103,7,0.0013043363379540457,13360,SRR12901038_arg_full,Influent
QepA4,AQX36338.1,ARO:3004379,1,0.00018633376256486364,13360,SRR12901038_arg_full,Influent
QnrB23,ACS71747.1,ARO:3002738,1,0.0004202770327454193,13360,SRR12901038_arg_full,Influent
QnrB47,AFU25658.1,ARO:3002762,2,0.0008874687110066064,13360,SRR12901038_arg_full,Influent
QnrS5,AEG74319.1,ARO:3002794,20,0.008712592368329697,13360,SRR12901038_arg_full,Influent
QnrS6,AEG74318.1,ARO:3002795,3,0.0013068888552494546,13360,SRR12901038_arg_full,Influent
QnrS8,AHE41345.1,ARO:3002797,1,0.0004356296184164849,13360,SRR12901038_arg_full,Influent
QnrS9,AHF20043.1,ARO:3002798,1,0.0004356296184164849,13360,SRR12901038_arg_full,Influent
QnrVC4,ADI55014.1,ARO:3002801,5,0.002178148092082424,13360,SRR12901038_arg_full,Influent
RCP-1,CAA33795.1,ARO:3003563,5,0.00162249806859201,13360,SRR12901038_arg_full,Influent
RbpA,ADV91011.1,ARO:3000245,8,0.006636722534484187,13360,SRR12901038_arg_full,Influent
Rm3,AGU01679.2,ARO:3003894,1,0.00031486101133072666,13360,SRR12901038_arg_full,Influent
SAT-4,AAB53445.1,ARO:3002897,1,0.0005270877703492276,13360,SRR12901038_arg_full,Influent
SHV-18,AAF64386.1,ARO:3001076,1,0.00033241423844324107,13360,SRR12901038_arg_full,Influent
Streptomyces,AAO47226.2,ARO:3003318,29,,13360,SRR12901038_arg_full,Influent
TEM-126,AAT45742.1,ARO:3000988,12,0.003988970861318893,13360,SRR12901038_arg_full,Influent
TEM-195,AFC75525.1,ARO:3001055,1,0.00033241423844324107,13360,SRR12901038_arg_full,Influent
TEM-34,AGE11905.1,ARO:3000904,2,0.0006648284768864821,13360,SRR12901038_arg_full,Influent
TEM-59,AAD45935.1,ARO:3000928,4,0.0013727034019166934,13360,SRR12901038_arg_full,Influent
TEM-79,AAF05611.1,ARO:3000946,1,0.00033241423844324107,13360,SRR12901038_arg_full,Influent
TLA-1,AAD37403.1,ARO:3003202,10,0.003028663061371752,13360,SRR12901038_arg_full,Influent
TLA-2,CAG27800.1,ARO:3003203,8,0.0025023707916907592,13360,SRR12901038_arg_full,Influent
TLA-3,BAQ22139.1,ARO:3003204,1,0.00030775124655874254,13360,SRR12901038_arg_full,Influent
TaeA,APB03219.1,ARO:3003986,7,0.0010289987750885536,13360,SRR12901038_arg_full,Influent
Tet(X3),QBQ85438.1,ARO:3004719,9,,13360,SRR12901038_arg_full,Influent
Tet(X4),QBQ69719.1,ARO:3004720,2,,13360,SRR12901038_arg_full,Influent
TriC,AAG03548.1,ARO:3003681,4,0.0003756019150913787,13360,SRR12901038_arg_full,Influent
VEB-1,CAM88398.1,ARO:3002370,2,0.000636019242888068,13360,SRR12901038_arg_full,Influent
VEB-3,AAS48620.1,ARO:3002372,38,0.01208436561487329,13360,SRR12901038_arg_full,Influent
VEB-5,ABN80430.1,ARO:3002375,1,0.000318009621444034,13360,SRR12901038_arg_full,Influent
VEB-7,ACO56763.1,ARO:3002376,3,0.000954028864332102,13360,SRR12901038_arg_full,Influent
VEB-9,AAK14293.1,ARO:3002378,2,0.000636019242888068,13360,SRR12901038_arg_full,Influent
VIM-37,AGC50807.1,ARO:3002307,1,0.000357314181397791,13360,SRR12901038_arg_full,Influent
Vibrio,AAB23649.1,ARO:3004460,1,,13360,SRR12901038_arg_full,Influent
aadA,AAO49597.1,ARO:3002601,3,0.0010841237094682977,13360,SRR12901038_arg_full,Influent
aadA10,AAL36430.1,ARO:3004692,8,0.0027454068038333867,13360,SRR12901038_arg_full,Influent
aadA11,AAV32840.1,ARO:3002611,7,0.0023681567554342956,13360,SRR12901038_arg_full,Influent
aadA12,ACJ47200.1,ARO:3002612,9,0.003252371128404893,13360,SRR12901038_arg_full,Influent
aadA13,ABW91178.1,ARO:3002613,1,0.00035865746779402326,13360,SRR12901038_arg_full,Influent
aadA16,ACF17980.1,ARO:3002616,1,0.0003383081079191851,13360,SRR12901038_arg_full,Influent
aadA17,ACK43806.1,ARO:3002617,6,0.0021682474189365954,13360,SRR12901038_arg_full,Influent
aadA2,AAF27727.1,ARO:3002602,7,0.0025685392501248894,13360,SRR12901038_arg_full,Influent
aadA23,CAH10847.1,ARO:3002620,31,0.011374959536267368,13360,SRR12901038_arg_full,Influent
aadA25,AET15272.1,ARO:3003197,5,0.0018068728491138293,13360,SRR12901038_arg_full,Influent
aadA3,AAC14728.1,ARO:3002603,1,0.00036137456982276593,13360,SRR12901038_arg_full,Influent
aadA5,AAF17880.1,ARO:3002605,4,0.001450994470467075,13360,SRR12901038_arg_full,Influent
aadA6,CAJ32504.1,ARO:3002606,3,0.0010149243237575552,13360,SRR12901038_arg_full,Influent
aadA6/aadA10,CAJ32491.1,ARO:3002622,14,0.0048044619067084265,13360,SRR12901038_arg_full,Influent
aadA7,BAD00739.1,ARO:3002607,7,0.002510602274558163,13360,SRR12901038_arg_full,Influent
aadS,AAA27459.1,ARO:3004683,32,0.010600320714801131,13360,SRR12901038_arg_full,Influent
abeM,BAD89844.2,ARO:3000753,7,0.0014873501225667514,13360,SRR12901038_arg_full,Influent
acrB,AAC73564.1,ARO:3000216,290,0.026349368633934243,13360,SRR12901038_arg_full,Influent
acrD,BAA16344.1,ARO:3000491,108,0.009926311883224181,13360,SRR12901038_arg_full,Influent
acrE,AAC76297.1,ARO:3000499,24,,13360,SRR12901038_arg_full,Influent
acrF,AAC76298.1,ARO:3000502,56,,13360,SRR12901038_arg_full,Influent
acrS,AAC76296.1,ARO:3000656,4,,13360,SRR12901038_arg_full,Influent
adeA,AAL14439.1,ARO:3000774,1,0.000240309537615139,13360,SRR12901038_arg_full,Influent
adeB,AAL14440.1,ARO:3000775,28,0.0025784563900867617,13360,SRR12901038_arg_full,Influent
adeF,CAJ77856.1,ARO:3000777,66,0.005940179721313087,13360,SRR12901038_arg_full,Influent
adeH,CAJ77855.1,ARO:3000779,1,0.00019711340172150866,13360,SRR12901038_arg_full,Influent
adeI,ACJ41739.1,ARO:3000780,11,0.0025166229035139378,13360,SRR12901038_arg_full,Influent
adeJ,AAX14802.1,ARO:3000781,49,0.0044142978614044375,13360,SRR12901038_arg_full,Influent
adeK,AAX14803.1,ARO:3000782,8,0.001573655858692127,13360,SRR12901038_arg_full,Influent
adeN,AGV28567.1,ARO:3000559,7,0.0030633954359287675,13360,SRR12901038_arg_full,Influent
adeR,ADM92605.1,ARO:3000553,2,0.0007693781163968565,13360,SRR12901038_arg_full,Influent
adeS,ADM92606.1,ARO:3000549,1,0.0002635438851746138,13360,SRR12901038_arg_full,Influent
amrB,CAH35802.1,ARO:3002983,14,0.0012793490517863436,13360,SRR12901038_arg_full,Influent
aphA15,CAD91341.1,ARO:3004675,1,0.00036001089220079314,13360,SRR12901038_arg_full,Influent
arnA,AAG06942.1,ARO:3002985,30,0.004316872689285529,13360,SRR12901038_arg_full,Influent
arr-3,ACD56151.1,ARO:3002848,2,0.0012636143898438435,13360,SRR12901038_arg_full,Influent
bacA,AAC76093.1,ARO:3002986,31,0.010793757224195314,13360,SRR12901038_arg_full,Influent
baeR,BAA15935.1,ARO:3000828,13,,13360,SRR12901038_arg_full,Influent
baeS,BAA15934.1,ARO:3000829,18,,13360,SRR12901038_arg_full,Influent
catA4,AAA25655.1,ARO:3004657,1,0.00043762791941839537,13360,SRR12901038_arg_full,Influent
catB10,CAI47810.1,ARO:3003110,1,,13360,SRR12901038_arg_full,Influent
catB11,AID93387.1,ARO:3004660,1,0.0004521463812000483,13360,SRR12901038_arg_full,Influent
catB3,AFQ93498.1,ARO:3002676,8,0.0036171710496003865,13360,SRR12901038_arg_full,Influent
catB8,AAM92461.1,ARO:3002680,3,0.001356439143600145,13360,SRR12901038_arg_full,Influent
catP,AAB51421.1,ARO:3002686,1,0.00045866772323658743,13360,SRR12901038_arg_full,Influent
catQ,AAA23215.1,ARO:3002687,6,0.002601896902723914,13360,SRR12901038_arg_full,Influent
catS,CAA52904.1,ARO:3002688,1,0.0005781993117164254,13360,SRR12901038_arg_full,Influent
ceoB,AAB58161.1,ARO:3003010,40,0.0037121745693856107,13360,SRR12901038_arg_full,Influent
cepA,AAA21532.1,ARO:3003559,4,0.001267812444295152,13360,SRR12901038_arg_full,Influent
cfrC,CAL84423.1,ARO:3004146,1,0.0002765301056035078,13360,SRR12901038_arg_full,Influent
cmeB,ABS43151.1,ARO:3000784,5,0.00045822712023636016,13360,SRR12901038_arg_full,Influent
cmlA4,AAF27726.1,ARO:3002694,3,0.0006814491888086443,13360,SRR12901038_arg_full,Influent
cmlA5,AAM77075.1,ARO:3002695,47,0.010676037291335426,13360,SRR12901038_arg_full,Influent
cmx,AAG03380.1,ARO:3002703,1,0.0002433747102888015,13360,SRR12901038_arg_full,Influent
cphA7,CAA40386.1,ARO:3003103,3,,13360,SRR12901038_arg_full,Influent
cphA8,AAP97129.1,ARO:3003104,2,0.0007482579328094917,13360,SRR12901038_arg_full,Influent
cpxA,BAB38260.1,ARO:3000830,33,0.00687400710108283,13360,SRR12901038_arg_full,Influent
dfrA1,AAP74961.2,ARO:3002854,2,0.0012076314738381035,13360,SRR12901038_arg_full,Influent
dfrA10,AHG97174.1,ARO:3003011,2,0.0010149243237575552,13360,SRR12901038_arg_full,Influent
dfrA14,ACI32877.1,ARO:3002859,7,,13360,SRR12901038_arg_full,Influent
dfrA15,AHB39758.1,ARO:3003013,3,0.0018114472107571555,13360,SRR12901038_arg_full,Influent
dfrA15b,CAI29521.1,ARO:3004640,2,0.0012076314738381035,13360,SRR12901038_arg_full,Influent
dfrA22,CAX16467.1,ARO:3003018,1,,13360,SRR12901038_arg_full,Influent
dfrA3,AAA25550.1,ARO:3003105,10,0.005852937817988356,13360,SRR12901038_arg_full,Influent
dfrA32,ACZ52983.1,ARO:3004555,1,0.0006038157369190518,13360,SRR12901038_arg_full,Influent
dfrA6,ACY06082.1,ARO:3004547,1,0.0006038157369190518,13360,SRR12901038_arg_full,Influent
dfrB3,ACR57831.1,ARO:3003022,3,0.003622894421514311,13360,SRR12901038_arg_full,Influent
dfrB6,ADO00942.1,ARO:3003023,3,0.003622894421514311,13360,SRR12901038_arg_full,Influent
dfrF,AAD01868.1,ARO:3002867,3,0.0017345979351492762,13360,SRR12901038_arg_full,Influent
efpA,CCP45647.1,ARO:3003955,2,0.0003593329055864791,13360,SRR12901038_arg_full,Influent
efrB,CDO61516.1,ARO:3003949,2,0.0005256357379240231,13360,SRR12901038_arg_full,Influent
emeA,BAC11911.1,ARO:3003551,2,0.0004842786113360923,13360,SRR12901038_arg_full,Influent
emrA,BAA16547.1,ARO:3000027,8,0.001951977216024761,13360,SRR12901038_arg_full,Influent
emrB,AAC75733.1,ARO:3000074,34,0.006322998321109447,13360,SRR12901038_arg_full,Influent
emrK,BAA11236.1,ARO:3000206,3,0.0008130927821012233,13360,SRR12901038_arg_full,Influent
emrR,AAC75731.1,ARO:3000516,12,0.0064679923005566235,13360,SRR12901038_arg_full,Influent
emrY,BAA11237.1,ARO:3000254,5,0.000929852694280801,13360,SRR12901038_arg_full,Influent
eptA,BAE78116.1,ARO:3003576,14,0.002437300018366684,13360,SRR12901038_arg_full,Influent
erm(46),AJF36617.1,ARO:3004596,17,0.0059846829127844035,13360,SRR12901038_arg_full,Influent
evgA,BAB36671.1,ARO:3000832,3,0.0013961398014616126,13360,SRR12901038_arg_full,Influent
evgS,AAC75429.1,ARO:3000833,7,0.0005574459140504769,13360,SRR12901038_arg_full,Influent
farB,AAF40764.1,ARO:3003962,9,0.0016868879722964473,13360,SRR12901038_arg_full,Influent
floR,AAG16656.1,ARO:3002705,5,0.0011778134127556814,13360,SRR12901038_arg_full,Influent
gadW,ANK04027.1,ARO:3003838,2,0.0007852089418371209,13360,SRR12901038_arg_full,Influent
gadX,BAE77778.1,ARO:3000508,5,0.0017345979351492762,13360,SRR12901038_arg_full,Influent
golS,AAL19308.1,ARO:3000504,12,0.007386029917409821,13360,SRR12901038_arg_full,Influent
imiH,CAD69003.1,ARO:3003094,1,0.0003741289664047458,13360,SRR12901038_arg_full,Influent
iri,AAB41059.1,ARO:3002884,1,0.00019875601340252125,13360,SRR12901038_arg_full,Influent
kdpE,AAC73788.1,ARO:3003841,29,0.012241963303376529,13360,SRR12901038_arg_full,Influent
linG,ABG65740.1,ARO:3002879,21,0.007311900055100051,13360,SRR12901038_arg_full,Influent
lmrD,AYV52072.1,ARO:3002882,2,0.00028692597423521864,13360,SRR12901038_arg_full,Influent
lnuC,AAY32951.1,ARO:3002837,15,0.008672989675746381,13360,SRR12901038_arg_full,Influent
lnuD,ABR14060.1,ARO:3002838,33,0.019080577286642038,13360,SRR12901038_arg_full,Influent
lnuF,CAD91132.1,ARO:3002839,4,0.001392742867638105,13360,SRR12901038_arg_full,Influent
lsaB,CAE18141.1,ARO:3003111,6,0.0011610898957388665,13360,SRR12901038_arg_full,Influent
lsaE,AAL05554.1,ARO:3003206,34,,13360,SRR12901038_arg_full,Influent
macA,AAV85981.1,ARO:3000533,1,0.00024275543621681982,13360,SRR12901038_arg_full,Influent
macB,AAV85982.1,ARO:3000535,26,0.0038456977476952945,13360,SRR12901038_arg_full,Influent
marA,BAA15221.2,ARO:3000263,5,0.0037266752512972734,13360,SRR12901038_arg_full,Influent
mdsA,AAL19306.1,ARO:3000789,4,0.0009330355641389749,13360,SRR12901038_arg_full,Influent
mdsB,AAL19305.1,ARO:3000790,48,0.004336494837873191,13360,SRR12901038_arg_full,Influent
mdsC,AAL19304.1,ARO:3000791,3,0.0005678743240072035,13360,SRR12901038_arg_full,Influent
mdtA,AAC75135.2,ARO:3000792,21,0.004816011093984168,13360,SRR12901038_arg_full,Influent
mdtB,AAC75136.1,ARO:3000793,152,0.013930104455185348,13360,SRR12901038_arg_full,Influent
mdtC,AAC75137.1,ARO:3000794,69,0.006415983590537527,13360,SRR12901038_arg_full,Influent
mdtE,BAE77781.1,ARO:3000795,4,0.0009886309474944062,13360,SRR12901038_arg_full,Influent
mdtF,AAC76539.1,ARO:3000796,23,0.0021139367899458907,13360,SRR12901038_arg_full,Influent
mdtG,ABV18113.1,ARO:3001329,22,0.005131695602764362,13360,SRR12901038_arg_full,Influent
mdtH,AAC74149.2,ARO:3001216,31,0.007338683571785399,13360,SRR12901038_arg_full,Influent
mdtK,AML99881.1,ARO:3001327,18,,13360,SRR12901038_arg_full,Influent
mdtM,AAC77293.1,ARO:3001214,11,0.0025533619240031926,13360,SRR12901038_arg_full,Influent
mdtN,BAE78084.1,ARO:3003548,9,0.0024960057497060806,13360,SRR12901038_arg_full,Influent
mdtO,BAE78083.1,ARO:3003549,13,0.001813212753847562,13360,SRR12901038_arg_full,Influent
mdtP,BAE78082.1,ARO:3003550,13,0.002536273054461621,13360,SRR12901038_arg_full,Influent
mefB,ACJ63262.1,ARO:3003107,77,,13360,SRR12901038_arg_full,Influent
mefC,BAL43360.1,ARO:3003745,69,,13360,SRR12901038_arg_full,Influent
mefE,AAK99775.1,ARO:3000614,3,,13360,SRR12901038_arg_full,Influent
mel,AAL73129.1,ARO:3000616,122,0.028667862425742964,13360,SRR12901038_arg_full,Influent
mexI,AAG07594.1,ARO:3000808,14,,13360,SRR12901038_arg_full,Influent
mexJ,AAG07065.1,ARO:3003692,1,,13360,SRR12901038_arg_full,Influent
mexK,AAG07064.1,ARO:3003693,276,,13360,SRR12901038_arg_full,Influent
mexL,AAG07066.1,ARO:3003710,2,,13360,SRR12901038_arg_full,Influent
mexN,BAE06006.1,ARO:3003705,3,0.00027599677849530433,13360,SRR12901038_arg_full,Influent
mexQ,BAE06008.1,ARO:3003699,15,0.0013577260877591583,13360,SRR12901038_arg_full,Influent
mexW,AAG07763.1,ARO:3003031,55,,13360,SRR12901038_arg_full,Influent
mexY,BAA34300.1,ARO:3003033,16,0.001457923765932534,13360,SRR12901038_arg_full,Influent
mphA,BAA03776.1,ARO:3000316,29,0.009161204326367866,13360,SRR12901038_arg_full,Influent
mphB,AAG57600.1,ARO:3000318,1,,13360,SRR12901038_arg_full,Influent
mphE,ABI20451.1,ARO:3003741,286,0.0924922898979597,13360,SRR12901038_arg_full,Influent
mphF,CAJ98570.1,ARO:3003071,13,0.0041341250787724415,13360,SRR12901038_arg_full,Influent
mphG,BAL43359.1,ARO:3003742,53,0.017140179596475052,13360,SRR12901038_arg_full,Influent
msbA,AAC74000.1,ARO:3003950,75,0.012273098597754313,13360,SRR12901038_arg_full,Influent
msrE,ACB05808.1,ARO:3003109,584,0.11324245056299746,13360,SRR12901038_arg_full,Influent
mtrA,CCP46065.1,ARO:3000816,30,,13360,SRR12901038_arg_full,Influent
mtrC,AAF42063.1,ARO:3000810,2,0.00046199945003975876,13360,SRR12901038_arg_full,Influent
mtrD,AAF42062.1,ARO:3000811,20,0.0017865709069889548,13360,SRR12901038_arg_full,Influent
mupB,AEY83581,ARO:3000510,9,,13360,SRR12901038_arg_full,Influent
novA,AAF67494.2,ARO:3002522,4,0.0006194992625533129,13360,SRR12901038_arg_full,Influent
oprA,BAM10414.1,ARO:3003039,4,,13360,SRR12901038_arg_full,Influent
oqxA,AAP43109.1,ARO:3003922,9,0.0021903723925992134,13360,SRR12901038_arg_full,Influent
oqxB,AAP43110.2,ARO:3003923,78,0.007080328393711127,13360,SRR12901038_arg_full,Influent
patA,AAK76137.1,ARO:3000024,6,0.0010131279975208161,13360,SRR12901038_arg_full,Influent
patB,AAK76136.1,ARO:3000025,5,0.000809871701470375,13360,SRR12901038_arg_full,Influent
pmrF,AAC75314.1,ARO:3003578,17,,13360,SRR12901038_arg_full,Influent
pp-flo,BAA07072.1,ARO:3002812,16,0.004070523154483635,13360,SRR12901038_arg_full,Influent
qacH,AAZ42322.1,ARO:3003836,176,,13360,SRR12901038_arg_full,Influent
qepA,AEZ36150.1,ARO:3000448,9,,13360,SRR12901038_arg_full,Influent
ramA,AFK13828.1,ARO:3000823,8,0.006105784731725452,13360,SRR12901038_arg_full,Influent
rosA,AAC60781.1,ARO:3003048,28,0.00649946671564449,13360,SRR12901038_arg_full,Influent
rosB,AAC60780.1,ARO:3003049,52,0.008796010805898811,13360,SRR12901038_arg_full,Influent
rphA,AIA08936.1,ARO:3000444,7,0.0007711549711691355,13360,SRR12901038_arg_full,Influent
rphB,APB03222.1,ARO:3003992,6,0.0006467992300556623,13360,SRR12901038_arg_full,Influent
sdiA,AAL20862.1,ARO:3000826,5,0.0019793129965396303,13360,SRR12901038_arg_full,Influent
smeA,AAD51344.1,ARO:3003051,1,0.00023910497852934882,13360,SRR12901038_arg_full,Influent
smeB,AAD51345.1,ARO:3003052,15,0.0013628983776172885,13360,SRR12901038_arg_full,Influent
smeD,CAC14594.1,ARO:3003055,8,0.0019322103581409658,13360,SRR12901038_arg_full,Influent
smeE,CAC14595.1,ARO:3003056,62,0.005682016290930867,13360,SRR12901038_arg_full,Influent
smeF,CAC14596.1,ARO:3003057,1,0.00020428883604541796,13360,SRR12901038_arg_full,Influent
smeR,AAD51348.1,ARO:3003066,11,0.0045627467424578785,13360,SRR12901038_arg_full,Influent
smeS,AAD51347.1,ARO:3003067,1,0.00020385232143848333,13360,SRR12901038_arg_full,Influent
sul1,AEJ33969.1,ARO:3000410,236,0.08041100427942002,13360,SRR12901038_arg_full,Influent
sul2,AAL59753.1,ARO:3000412,115,0.040335779190511664,13360,SRR12901038_arg_full,Influent
sul4,WP_102607457.1,ARO:3004361,4,0.0013250400893501414,13360,SRR12901038_arg_full,Influent
tet(31),CAC80727.1,ARO:3000476,8,0.00185699049018414,13360,SRR12901038_arg_full,Influent
tet(35),AAK37619.1,ARO:3000481,1,0.0002578456390086762,13360,SRR12901038_arg_full,Influent
tet(39),AAW66497.1,ARO:3000566,56,0.01349131727338326,13360,SRR12901038_arg_full,Influent
tet(40),CAM12479.1,ARO:3000567,4,0.0009376205054860953,13360,SRR12901038_arg_full,Influent
tet(41),AAP93922.1,ARO:3000569,1,0.00024213930566804615,13360,SRR12901038_arg_full,Influent
tet(42),ACD35503.1,ARO:3000572,1,0.00022238435066016362,13360,SRR12901038_arg_full,Influent
tet(43),ACS83748.1,ARO:3000573,2,0.00036693417858926997,13360,SRR12901038_arg_full,Influent
tet(A),AAN06707.1,ARO:3000165,150,0.033671606976427126,13360,SRR12901038_arg_full,Influent
tet(B),BAC67143.1,ARO:3000166,1,0.0002373206130179358,13360,SRR12901038_arg_full,Influent
tet(C),AAK97755.1,ARO:3000167,187,0.044937883534031,13360,SRR12901038_arg_full,Influent
tet(D),AAL75563.1,ARO:3000168,1,0.00024152629476762073,13360,SRR12901038_arg_full,Influent
tet(E),AAA71915.1,ARO:3000173,21,0.004934632056890182,13360,SRR12901038_arg_full,Influent
tet(G),AAD25538.1,ARO:3000174,12,0.002920496523465618,13360,SRR12901038_arg_full,Influent
tet(H),CAA75663.1,ARO:3000175,5,0.0011895621749776833,13360,SRR12901038_arg_full,Influent
tet(L),AAA22851.1,ARO:3000179,1,0.00020784942578041437,13360,SRR12901038_arg_full,Influent
tet(V),AAB84282.1,ARO:3000181,1,0.0002271497296028814,13360,SRR12901038_arg_full,Influent
tet(W/N/W),AMP42147.1,ARO:3004442,14,0.002086938140726473,13360,SRR12901038_arg_full,Influent
tet32,ACH87088.1,ARO:3000196,15,,13360,SRR12901038_arg_full,Influent
tet36,CAD55718.1,ARO:3000197,56,,13360,SRR12901038_arg_full,Influent
tet37,AAN28721.1,ARO:3002871,2,,13360,SRR12901038_arg_full,Influent
tet44,CBH51823.1,ARO:3000556,23,,13360,SRR12901038_arg_full,Influent
tetA(48),APB03214.1,ARO:3003980,2,,13360,SRR12901038_arg_full,Influent
tetA(P),AAA20116.1,ARO:3000180,7,0.001586271270860977,13360,SRR12901038_arg_full,Influent
tetB(46),AET10445.1,ARO:3004033,4,0.0006590872983296041,13360,SRR12901038_arg_full,Influent
tetB(60),ANZ79241.1,ARO:3004036,2,0.0003289754704593455,13360,SRR12901038_arg_full,Influent
tetB(P),AAA20117.1,ARO:3000195,4,0.0005843974666659124,13360,SRR12901038_arg_full,Influent
tetM,CAQ49384.1,ARO:3000186,52,,13360,SRR12901038_arg_full,Influent
tetO,AAA23033.2,ARO:3000190,60,,13360,SRR12901038_arg_full,Influent
tetQ,CAA79727.1,ARO:3000191,239,,13360,SRR12901038_arg_full,Influent
tetS,AAA25293.1,ARO:3000192,3,,13360,SRR12901038_arg_full,Influent
tetT,AAF01499.1,ARO:3000193,1,,13360,SRR12901038_arg_full,Influent
tetW,CAA10975.1,ARO:3000194,80,,13360,SRR12901038_arg_full,Influent
tetX,AAA27471.1,ARO:3000205,24,,13360,SRR12901038_arg_full,Influent
tolC,ACN32294.1,ARO:3000237,21,,13360,SRR12901038_arg_full,Influent
ugd,AAC75089.1,ARO:3003577,191,0.04684306249034228,13360,SRR12901038_arg_full,Influent
vanG,ABA71731.1,ARO:3002909,1,0.0002725796755234577,13360,SRR12901038_arg_full,Influent
vanRA,AAA65953.1,ARO:3002919,1,,13360,SRR12901038_arg_full,Influent
